solarSystemName,security
J104103,-0.99
J223703,-0.99
J233359,-0.99
J171019,-0.99
J152014,-0.99
J100211,-0.99
J114313,-0.99
J114107,-0.99
J163743,-0.99
J105837,-0.99
J143133,-0.99
J215431,-0.99
J104335,-0.99
J143628,-0.99
J100422,-0.99
J105700,-0.99
J150629,-0.99
J151601,-0.99
J161509,-0.99
J141150,-0.99
J150745,-0.99
J160345,-0.99
J133335,-0.99
J102630,-0.99
J213342,-0.99
J134330,-0.99
J152006,-0.99
J165901,-0.99
J144632,-0.99
J150827,-0.99
J165056,-0.99
J133613,-0.99
J105632,-0.99
J112913,-0.99
J130931,-0.99
J125209,-0.99
J120734,-0.99
J140831,-0.99
J160835,-0.99
J160710,-0.99
J122659,-0.99
J161115,-0.99
J161811,-0.99
J213653,-0.99
J124051,-0.99
J140019,-0.99
J223855,-0.99
J151141,-0.99
J110605,-0.99
J141017,-0.99
J143649,-0.99
J130045,-0.99
J112129,-0.99
J122843,-0.99
J123748,-0.99
J143421,-0.99
J102918,-0.99
J212504,-0.99
J165216,-0.99
J114914,-0.99
J115216,-0.99
J153311,-0.99
J164756,-0.99
J120256,-0.99
J140135,-0.99
J223026,-0.99
J131232,-0.99
J153536,-0.99
J150407,-0.99
J204503,-0.99
J110545,-0.99
J215417,-0.99
J101020,-0.99
J153530,-0.99
J104628,-0.99
J235419,-0.99
J114546,-0.99
J101817,-0.99
J120335,-0.99
J152928,-0.99
J134145,-0.99
J131551,-0.99
J132758,-0.99
J104439,-0.99
J102849,-0.99
J122717,-0.99
J132216,-0.99
J143002,-0.99
J163533,-0.99
J151518,-0.99
J160307,-0.99
J122114,-0.99
J170949,-0.99
J102414,-0.99
J213932,-0.99
J122712,-0.99
J205004,-0.99
J235001,-0.99
J170544,-0.99
J141038,-0.99
J124215,-0.99
J215754,-0.99
J172003,-0.99
J103320,-0.99
J142649,-0.99
J130155,-0.99
J102837,-0.99
J121418,-0.99
J110101,-0.99
J213555,-0.99
J110906,-0.99
J115815,-0.99
J113506,-0.99
J172240,-0.99
J133653,-0.99
J171700,-0.99
J110108,-0.99
J144704,-0.99
J113820,-0.99
J113050,-0.99
J130322,-0.99
J220654,-0.99
J141514,-0.99
J162118,-0.99
J114719,-0.99
J121158,-0.99
J120621,-0.99
J231004,-0.99
J161524,-0.99
J162858,-0.99
J130542,-0.99
J114420,-0.99
J115738,-0.99
J110051,-0.99
J142617,-0.99
J232715,-0.99
J125925,-0.99
J155935,-0.99
J112250,-0.99
J150818,-0.99
J105232,-0.99
J144228,-0.99
J142941,-0.99
J110126,-0.99
J120338,-0.99
J133128,-0.99
J163156,-0.99
J102734,-0.99
J155504,-0.99
J223650,-0.99
J150539,-0.99
J110145,-0.99
J055520,-0.99
J174618,-0.99
J164710,-0.99
J200727,-0.99
J171142,-0.99
J124449,-0.99
J164126,-0.99
J100642,-0.99
J101441,-0.99
J145634,-0.99
J103533,-0.99
J133150,-0.99
J124253,-0.99
J144326,-0.99
J232200,-0.99
J135230,-0.99
J102209,-0.99
J162159,-0.99
J105244,-0.99
J112715,-0.99
J135422,-0.99
J123958,-0.99
J123540,-0.99
J153030,-0.99
J122118,-0.99
J120634,-0.99
J125029,-0.99
J103619,-0.99
J210355,-0.99
J150418,-0.99
J124611,-0.99
J151431,-0.99
J165014,-0.99
J121720,-0.99
J145440,-0.99
J100651,-0.99
J233555,-0.99
J132103,-0.99
J223552,-0.99
J151248,-0.99
J131852,-0.99
J232359,-0.99
J105311,-0.99
J210536,-0.99
J171539,-0.99
J154249,-0.99
J100102,-0.99
J155631,-0.99
J235525,-0.99
J150234,-0.99
J122732,-0.99
J162518,-0.99
J112520,-0.99
J165412,-0.99
J140843,-0.99
J121749,-0.99
J102038,-0.99
J144203,-0.99
J132012,-0.99
J234810,-0.99
J173213,-0.99
J131315,-0.99
J112558,-0.99
J160126,-0.99
J114008,-0.99
J154813,-0.99
J233839,-0.99
J130125,-0.99
J114308,-0.99
J215151,-0.99
J113223,-0.99
J112019,-0.99
J234915,-0.99
J101710,-0.99
J162042,-0.99
J162332,-0.99
J125350,-0.99
J165648,-0.99
J134405,-0.99
J213111,-0.99
J163318,-0.99
J122931,-0.99
J144004,-0.99
J124526,-0.99
J173245,-0.99
J145246,-0.99
J223029,-0.99
J232329,-0.99
J133049,-0.99
J151311,-0.99
J101650,-0.99
J203814,-0.99
J151102,-0.99
J161628,-0.99
J164921,-0.99
J134306,-0.99
J131842,-0.99
J165006,-0.99
J163522,-0.99
J102739,-0.99
J112505,-0.99
J140353,-0.99
J133417,-0.99
J151348,-0.99
J124749,-0.99
J104029,-0.99
J171309,-0.99
J122137,-0.99
J105123,-0.99
J101719,-0.99
J212906,-0.99
J153003,-0.99
J144739,-0.99
J101824,-0.99
J122635,-0.99
J120924,-0.99
J152624,-0.99
J102602,-0.99
J224145,-0.99
J111038,-0.99
J150754,-0.99
J141637,-0.99
J145145,-0.99
J102946,-0.99
J140722,-0.99
J112617,-0.99
J144422,-0.99
J121323,-0.99
J145426,-0.99
J115234,-0.99
J113723,-0.99
J141611,-0.99
J124306,-0.99
J155313,-0.99
J135908,-0.99
J171225,-0.99
J162632,-0.99
J124930,-0.99
J141220,-0.99
J112450,-0.99
J100142,-0.99
J121558,-0.99
J101129,-0.99
J104404,-0.99
J104624,-0.99
J144329,-0.99
J154102,-0.99
J211817,-0.99
J113227,-0.99
J152633,-0.99
J143140,-0.99
J140215,-0.99
J150951,-0.99
J154833,-0.99
J133936,-0.99
J151359,-0.99
J101331,-0.99
J223312,-0.99
J143922,-0.99
J165645,-0.99
J212028,-0.99
J225234,-0.99
J164835,-0.99
J115528,-0.99
J204506,-0.99
J133957,-0.99
J112150,-0.99
J211328,-0.99
J115304,-0.99
J131252,-0.99
J101604,-0.99
J152421,-0.99
J134414,-0.99
J130554,-0.99
J150320,-0.99
J131113,-0.99
J124933,-0.99
J155200,-0.99
J141021,-0.99
J150044,-0.99
J145535,-0.99
J145944,-0.99
J000895,-0.99
J000621,-0.99
J000551,-0.99
J000487,-0.99
J000630,-0.99
J000452,-0.99
J000327,-0.99
J000595,-0.99
J000522,-0.99
J000461,-0.99
J000528,-0.99
J000353,-0.99
J000965,-0.99
J000304,-0.99
J000186,-0.99
J000652,-0.99
J000687,-0.99
J000685,-0.99
J000726,-0.99
J000313,-0.99
J000844,-0.99
J000102,-0.99
J000427,-0.99
J000719,-0.99
J000214,-0.99
J163754,-0.99
J122706,-0.99
J115031,-0.99
J142506,-0.99
J100357,-0.99
J155506,-0.99
J144038,-0.99
J154610,-0.99
J211504,-0.99
J150318,-0.99
J103412,-0.99
J172926,-0.99
J111617,-0.99
J155002,-0.99
J100346,-0.99
J101142,-0.99
J130001,-0.99
J154232,-0.99
J143557,-0.99
J120131,-0.99
J134216,-0.99
J154824,-0.99
J161029,-0.99
J224558,-0.99
J120134,-0.99
J104729,-0.99
J122728,-0.99
J111753,-0.99
J110915,-0.99
J154321,-0.99
J171430,-0.99
J113950,-0.99
J162205,-0.99
J140823,-0.99
J155959,-0.99
J161357,-0.99
J124224,-0.99
J215455,-0.99
J113131,-0.99
J125316,-0.99
J103120,-0.99
J164528,-0.99
J122503,-0.99
J122056,-0.99
J170127,-0.99
J114031,-0.99
J120316,-0.99
J132532,-0.99
J145937,-0.99
J151610,-0.99
J172502,-0.99
J103213,-0.99
J170151,-0.99
J105858,-0.99
J173638,-0.99
J165058,-0.99
J103907,-0.99
J120844,-0.99
J101835,-0.99
J145424,-0.99
J130237,-0.99
J104948,-0.99
J150625,-0.99
J160929,-0.99
J152711,-0.99
J213924,-0.99
J113437,-0.99
J114318,-0.99
J153110,-0.99
J133931,-0.99
J141316,-0.99
J130330,-0.99
J132740,-0.99
J165105,-0.99
J143902,-0.99
J151416,-0.99
J140053,-0.99
J113453,-0.99
J144845,-0.99
J113152,-0.99
J100846,-0.99
J212627,-0.99
J103538,-0.99
J150656,-0.99
J224031,-0.99
J165943,-0.99
J154854,-0.99
J165423,-0.99
J135508,-0.99
J103008,-0.99
J103704,-0.99
J110736,-0.99
J104603,-0.99
J155521,-0.99
J143841,-0.99
J111555,-0.99
J204635,-0.99
J131553,-0.99
J113250,-0.99
J212954,-0.99
J231341,-0.99
J152443,-0.99
J155338,-0.99
J132309,-0.99
J160800,-0.99
J132149,-0.99
J171937,-0.99
J142355,-0.99
J120643,-0.99
J172915,-0.99
J155416,-0.99
J121347,-0.99
J211258,-0.99
J125031,-0.99
J115552,-0.99
J171334,-0.99
J111329,-0.99
J145838,-0.99
J151520,-0.99
J165920,-0.99
J113754,-0.99
J162226,-0.99
J153215,-0.99
J213820,-0.99
J165020,-0.99
